mode,rope_length_m,window,direction,start_boot_s,end_boot_s,sample_count,a_position_rms_m_s2,a_position_p95_m_s2,a_position_peak_m_s2,a_position_band_055_075_energy,a_tracking_rms_m_s2,a_tracking_p95_m_s2,a_tracking_peak_m_s2,a_tracking_band_055_075_energy,a_observer_error_rms_m_s2,a_observer_error_p95_m_s2,a_observer_error_peak_m_s2,a_observer_error_band_055_075_energy,a_velocity_total_rms_m_s2,a_velocity_total_p95_m_s2,a_velocity_total_peak_m_s2,a_velocity_total_band_055_075_energy,a_velocity_total_jerk_rms_m_s3,a_velocity_total_jerk_p95_m_s3,a_velocity_total_jerk_peak_m_s3,a_nominal_rms_m_s2,a_nominal_p95_m_s2,a_nominal_peak_m_s2,a_nominal_band_055_075_energy,a_nominal_jerk_rms_m_s3,a_nominal_jerk_p95_m_s3,a_nominal_jerk_peak_m_s3,a_z3_rms_m_s2,a_z3_p95_m_s2,a_z3_peak_m_s2,a_z3_band_055_075_energy,a_as_rms_m_s2,a_as_p95_m_s2,a_as_peak_m_s2,a_as_band_055_075_energy,a_pas_rms_m_s2,a_pas_p95_m_s2,a_pas_peak_m_s2,a_pas_band_055_075_energy,a_final_rms_m_s2,a_final_p95_m_s2,a_final_peak_m_s2,a_final_band_055_075_energy,a_final_jerk_rms_m_s3,a_final_jerk_p95_m_s3,a_final_jerk_peak_m_s3,p_position_positive_integral,p_position_negative_integral,p_position_net_integral,p_position_mean,p_tracking_positive_integral,p_tracking_negative_integral,p_tracking_net_integral,p_tracking_mean,p_observer_error_positive_integral,p_observer_error_negative_integral,p_observer_error_net_integral,p_observer_error_mean,p_velocity_total_positive_integral,p_velocity_total_negative_integral,p_velocity_total_net_integral,p_velocity_total_mean,p_nominal_positive_integral,p_nominal_negative_integral,p_nominal_net_integral,p_nominal_mean,p_z3_positive_integral,p_z3_negative_integral,p_z3_net_integral,p_z3_mean,p_as_positive_integral,p_as_negative_integral,p_as_net_integral,p_as_mean,p_pas_positive_integral,p_pas_negative_integral,p_pas_net_integral,p_pas_mean,p_final_positive_integral,p_final_negative_integral,p_final_net_integral,p_final_mean
VFB_L08_W00,0.8,route,all,52.74,109.028,6859,0.02647999817639094,0.04944865834042516,0.07982187526765455,1.5144267614222513e-05,0.07327099563032495,0.13759493482805263,0.2194416714823561,0.0010078067810748853,0.05683372114600336,0.10700653638829191,0.18812426201062182,0.001848735015526856,0.04703648551132051,0.10243288795545857,0.17585945085321814,0.0006876973575170929,0.8974376354435644,0.9278984532986939,16.314372993317566,0.05392369950547517,0.11547922373757549,0.2087553772773764,0.0007475924094277907,1.0719475887118985,1.5490242426749414,18.16733736604645,0.029769447813507766,0.05210668743100324,0.07187214063994372,7.762749640272266e-05,0.0746700637009657,0.17407859750397778,0.20000001339099865,0.00681840248368078,0.01994498028542584,0.06881950757554994,0.0800000101261042,0.00011442598944101419,0.1793502780772242,0.503349756504986,0.7766937666105419,0.00690197141662441,1.9535079632106869,2.189640985494647,39.13184934335465,0.053668211409120585,-0.056620193262123385,-0.0029519818530028027,-5.5914656466096354e-05,0.10604348931952065,-0.23515540630452894,-0.12911191698500826,-0.002366594686247319,0.24164939908467487,-0.029641279686897615,0.21200811939777725,0.0037973161271937016,0.14068236164833198,-0.05778615859023094,0.08289620305810105,0.0014307214512877923,0.1527210818927341,-0.07277686068945413,0.07994422120327996,0.001374806793008931,0.07308680989324182,-0.05434622694691492,0.01874058294632691,0.00034105954583824743,0.0,-0.4756931061388498,-0.4756931061388498,-0.008455818018088935,2.5616182574589812e-05,-0.06273765017731768,-0.0627120339947431,-0.001099368898650375,0.22243125376892303,-0.5722549203274153,-0.3498236665584923,-0.006375917124332111
VFB_L08_W00,0.8,north_move,north,57.996,64.236,753,0.025235993415267687,0.042603337068650424,0.0549705798002425,0.0,0.08632196391931221,0.16127621385531787,0.21303604329002443,0.0,0.07082803765697591,0.12163587557484949,0.13153304652997727,0.0,0.0624321879952252,0.1570103598560816,0.17585945085321814,0.0,1.2030353046006483,1.5125925384035361,16.314372993317566,0.07183448903717914,0.18597421135458267,0.2087553772773764,0.0,1.4501026756263502,1.8274917926076426,17.690341013352253,0.030732098826287548,0.05161905707120901,0.05586266742910467,0.0,0.10447825847875995,0.1999999943163635,0.20000001221320585,0.0,0.02931958120234287,0.07999999789233335,0.0800000063811002,0.0,0.2541379088880688,0.6197820277912697,0.7672510604234654,0.0,2.7069163202672772,3.8078416835872053,30.822498707069318,0.009924089357998109,-0.006074500520144329,0.003849588837853781,0.0005774121093182297,0.02597362709086338,-0.039620258906156725,-0.013646631815293343,-0.00247586621906018,0.047355376764876334,-0.004795888040473067,0.04255948872440327,0.006976102626676169,0.03541696237272844,-0.0065041052522592175,0.028912857120469218,0.0045002364261763845,0.04138958166202246,-0.008627135654794903,0.03276244600722755,0.005077648530344812,0.011580385250083045,-0.006377651197540327,0.005202734052542719,0.0008242686731406425,0.0,-0.10185524054354342,-0.10185524054354342,-0.01622721136528371,1.8092755883111754e-05,-0.016866537647671025,-0.01684844489178792,-0.0026666974401334765,0.047376140256037716,-0.11905456376455165,-0.07167842350851393,-0.012568518954589535
VFB_L08_W00,0.8,north_accel,north,57.996,58.996,121,0.013279234831745985,0.018310633204517042,0.024840607303608358,nan,0.09320233175347409,0.13301331547288087,0.13996440534309068,nan,0.07703320052151766,0.12743800452579218,0.1285171314292199,nan,0.06973388182163967,0.12461546721244623,0.12678107778789674,nan,2.631090267454028,5.024786642201938,16.314372993317566,0.07339924121579751,0.13725503077796639,0.15155251117599008,nan,2.934898870655057,5.623834932841335,17.690341013352253,0.011055641347064462,0.013974092125900506,0.014289310621588924,nan,0.13293975199585428,0.20000000277000737,0.20000001022864275,nan,0.04485844505154266,0.08000000242145798,0.0800000063811002,nan,0.3965983839557452,0.644219230163609,0.6923608754677802,nan,5.255846278330868,8.329608313728814,30.822498707069318,0.0009494132077015895,-0.00029751237419259634,0.0006519008335089933,0.0006295547250938248,0.009275757720999516,-0.0021016270558466546,0.0071741306651528615,0.0071942047396995135,0.005251766698434955,-0.002609579701818804,0.00264218699661615,0.002711448708184006,0.010419016103027371,-0.0006026982423500498,0.00981631786067732,0.0099056536045064,0.011108582951128475,-0.0006403643433005007,0.010468218607827973,0.010535208266642145,0.0012171569734637168,-0.00014304978984728,0.0010741071836164369,0.0010666334952881044,0.0,-0.025978793715359674,-0.025978793715359674,-0.025902352680659983,0.0,-0.007075729366857569,-0.007075729366857569,-0.007019957063781205,0.023747442529471245,-0.031133822676725768,-0.007386380147254525,-0.008053659092537082
VFB_L08_W00,0.8,north_cruise,north,58.996,63.236000000000004,517,0.027677633844860588,0.045179536721558784,0.0549705798002425,nan,0.07390779715584855,0.15578824887078707,0.17307726455457106,nan,0.06427773792485286,0.11206949357014537,0.12130693439220658,nan,0.040033793961680046,0.11682823063030613,0.12920887909957368,nan,0.22532095351746168,0.4264371749098634,2.060668113414262,0.04783440753437113,0.12741047142020107,0.15619116461754992,nan,0.8758218273872098,1.649704431486177,5.377148080154607,0.034407243912419436,0.053291104836505156,0.05586266742910467,nan,0.08665979980361112,0.1827226319040138,0.20000001133209838,nan,0.014704447848082697,0.032907769841942006,0.08000000161069011,nan,0.11258678454127864,0.26094456031187174,0.32376331906606104,nan,1.556628559038629,2.198708956724743,13.742573378061719,0.00555952793092636,-0.00574604647645725,-0.00018651854553089042,-9.049956776064654e-05,0.0032207538925448846,-0.029921442126737904,-0.026700688234193023,-0.006244774028808444,0.02915482673326094,-0.0005424084142123316,0.028612418319048608,0.006739400052680531,0.0067455963887549895,-0.004833866297312845,0.0019117300914421446,0.0004946260283606282,0.009041592355062583,-0.007316380882191825,0.0017252114728707583,0.0004041264548339479,0.006550307635145136,-0.006120810195134253,0.00042949744001088324,8.182716446824424e-05,0.0,-0.04702362382906662,-0.04702362382906662,-0.011201936576085236,7.145274314098337e-06,-0.0020263617428717454,-0.0020192164685576474,-0.0005206828997168704,0.0015362013503379878,-0.049525481882748745,-0.04798928053241076,-0.0114940783266244
VFB_L08_W00,0.8,north_decel,north,63.236000000000004,64.236,115,0.023250357593227088,0.04021103194417866,0.041615228753509356,nan,0.12285857904567805,0.1883519204375292,0.21303604329002443,nan,0.0896092369157078,0.12941512266927968,0.13153304652997727,nan,0.11489231524866249,0.1753805771354261,0.17585945085321814,nan,1.4029058365362863,2.441682817060338,7.442934041831292,0.13353980580953567,0.20810919061633343,0.2087553772773764,nan,1.1225409516862987,1.9955846170118618,6.534383425123147,0.027080477056192046,0.052101557804850915,0.054155876325660386,nan,0.13826463558880744,0.20000000091248943,0.20000001221320585,nan,0.050392827053532284,0.0799999993429496,0.08000000171941234,nan,0.44767818185184444,0.7310023418172229,0.7672510604234654,nan,2.8340906466305618,5.139548341881308,12.117918851839214,0.0033720879226893674,-3.094166949448281e-05,0.0033411462531948845,0.003525247592282856,0.013259833636577272,-0.007524639937153458,0.0057351936994238135,0.004293235969026168,0.012861142922891245,-0.0016438999244419307,0.011217242998449313,0.01252739266922657,0.018019097271448133,-0.0010666605778387138,0.016952436693609414,0.01682062857480955,0.020963973570789676,-0.0006703904293025784,0.0202935831414871,0.020345876225537327,0.00372568296486858,-0.00011379121255879272,0.0036118917523097873,0.003907017512304008,0.0,-0.028409604238924573,-0.028409604238924573,-0.028639167598806164,1.0947481569013418e-05,-0.007611383561044897,-0.0076004360794758846,-0.007734046161298782,0.022012459959578644,-0.03800979963300021,-0.01599733967342157,-0.022149248067340158
VFB_L08_W00,0.8,east_move,east,69.524,75.70400000000001,746,0.030040506597915375,0.05221080437662583,0.06909130831918726,0.0,0.07949866384484149,0.13403565061410444,0.1604353583041183,0.0,0.0638953397828386,0.1109713900882167,0.15762708569699502,0.0,0.0590038185291564,0.112119443516873,0.14809553498683473,0.0,1.3628554978880247,1.4729729972255508,11.960531392646843,0.06682174048296675,0.14293452756979447,0.17401982734061117,0.0,1.6005352463311835,2.6784953094630364,12.808466704096656,0.03818859398820545,0.06597187135016148,0.07187214063994372,0.0,0.09944354725964297,0.19925164946584234,0.20000001339099865,0.0,0.03086500513955319,0.07999999907707275,0.08000000733774842,0.0,0.2542748387692141,0.5937300274775311,0.7445639249877243,0.0,2.9066033515629823,4.334491271519478,39.13184934335465,0.009618399825303534,-0.008298592421226186,0.001319807404077346,0.0002673316537427441,0.021407287886744637,-0.03260237915122505,-0.011195091264480404,-0.0018575251009037162,0.039091341678169494,-0.0038513286252582586,0.03524001305291123,0.005773009547126317,0.03163125678238082,-0.007586334718561407,0.024044922063819415,0.003915484491320396,0.03435082975202762,-0.008986100345458728,0.025364729406568892,0.004182816133664996,0.013625750626610186,-0.010079631119639085,0.003546119506971099,0.0006862693547803175,0.0,-0.08883716485795584,-0.08883716485795584,-0.014593154734724589,0.0,-0.015820207742333857,-0.015820207742333857,-0.0026005451123618105,0.057644718823791526,-0.1115427711642582,-0.053898052340466684,-0.008669826747948844
VFB_L08_W00,0.8,east_accel,east,69.524,70.524,116,0.022280892729978498,0.03670645474479897,0.0433414200250996,nan,0.08251418729381592,0.1260551606407217,0.15015212890730736,nan,0.0668833286971189,0.10959851664291377,0.11109872473400215,nan,0.05178982818386659,0.10694001932982763,0.11867285350448617,nan,2.6052093099121243,5.656031971050668,11.960531392646843,0.06931336343283126,0.1419641051481449,0.16119992250297882,nan,2.9649843862833536,6.779898517328687,12.808466704096656,0.024729870096242043,0.040762082075140565,0.0411435633146811,nan,0.11370556358402079,0.1725398321711909,0.1746804148360371,nan,0.04852981731133959,0.08000000249931385,0.08000000733774842,nan,0.4331590233846783,0.6501204421393052,0.7445639249877243,nan,5.879133579966546,10.158450356405226,39.13184934335465,0.0022629313347861326,-0.0007245676938909961,0.001538363640895136,0.0016973457889529026,0.007344522603612879,-0.00414481112686913,0.0031997114767437496,0.0036681431984420514,0.004981608797796026,-0.002367433287028697,0.0026141755107673276,0.0025374546252162965,0.0061535883354554375,-0.000339701246287863,0.005813887089167575,0.006205597959633686,0.008016364139286464,-0.0006641134045203027,0.007352250734766162,0.007902943755997795,0.0029618497196188657,-0.00027328425616724035,0.0026885654634516256,0.0029528885282333844,0.0,-0.017501424521120513,-0.017501424521120513,-0.01864468986316532,0.0,-0.005719022459816233,-0.005719022459816233,-0.006232275847337562,0.03177996331453336,-0.0252008368610147,0.0065791264535186595,0.008924881296934473
VFB_L08_W00,0.8,east_cruise,east,70.524,74.70400000000001,508,0.033801968033373646,0.05494316521725315,0.06909130831918726,nan,0.07403258862966497,0.13423619257639466,0.14216637717816988,nan,0.05273883385182752,0.07865307946074507,0.08581782817189261,nan,0.04991694715007343,0.08999501452110087,0.11153488421315988,nan,0.21122849524463147,0.43853194708844795,1.3325712625955577,0.054610483908451316,0.11795953396756705,0.15769364990363183,nan,0.942250878335829,1.8058308271889445,5.664984371383915,0.04039578276642136,0.0691896400913439,0.07187214063994372,nan,0.07825659546175816,0.17098563200301398,0.20000001339099865,nan,0.014300831259008393,0.009720292130289084,0.08000000120753113,nan,0.11661301695615198,0.247176627349245,0.29505528832769534,nan,1.3805538837029079,2.0740903696540136,11.788180372014462,0.004958782791836645,-0.007490690273814822,-0.0025319074819781756,-0.0005427859578424782,0.003715208211535318,-0.02236405613308307,-0.01864884792154775,-0.00450441657939315,0.020210769864381264,-0.0002883343078156056,0.019922435556565657,0.004802034818273943,0.008428014966397248,-0.007154426934077086,0.0012735880323201615,0.0002976183311897081,0.007032225372411577,-0.008290544952980624,-0.0012583195805690463,-0.0002451676607112235,0.006301570348281486,-0.008112922156564313,-0.0018113518082828253,-0.0003192694389935506,0.0,-0.038018939372537607,-0.038018939372537607,-0.009198880981946028,0.0,-0.001311922160268266,-0.001311922160268266,-0.00033619025947070517,0.004490825201445738,-0.045536097302523504,-0.041045272101077765,-0.009750449592039636
VFB_L08_W00,0.8,east_decel,east,74.70400000000001,75.70400000000001,123,0.017129471033756668,0.026952478350758414,0.032069856758147976,nan,0.09661171081964613,0.137377561126981,0.1604353583041183,nan,0.09516904121660502,0.15529634506360768,0.15762708569699502,nan,0.09153020853549053,0.14696245293579469,0.14809553498683473,nan,2.1693134347416847,5.439587889584877,10.645384237654655,0.10182339856297894,0.17307225527804823,0.17401982734061117,nan,1.9022469893473202,4.813548300541854,10.180451720051437,0.03927492768363818,0.05968468290858616,0.059807885794492005,nan,0.1503412358962765,0.20000000056786538,0.20000000990243416,nan,0.05257485622096851,0.08000000324145194,0.08000000619807805,nan,0.399202387011412,0.6226304190596861,0.6840629627140532,nan,3.3063039461421324,8.43298922371596,14.850998434436162,0.0023870918393658256,-8.333445352036975e-05,0.0023037573858454554,0.002299425976206094,0.010347557071596439,-0.006083678028733448,0.004263879042862993,0.003994623757329819,0.013865632097702443,-0.001195561030413956,0.012670071067288489,0.012808689817301626,0.017026156427106073,-9.220653819645938e-05,0.016933949888909616,0.016803313361386362,0.01926914932666127,-3.144198795780204e-05,0.019237707338703464,0.01910273937942182,0.004317063319496786,-0.0016934247069075338,0.002623638612589253,0.0027510364187821133,0.0,-0.03325839770515442,-0.03325839770515442,-0.033091364395511295,0.0,-0.008789263122249362,-0.008789263122249362,-0.008615029378551839,0.02137393030781242,-0.040652808974496635,-0.01927887866668421,-0.020459136793498957
VFB_L08_W00,0.8,south_move,south,81.004,87.24,769,0.03141352783284758,0.05431939829395195,0.06505332120356257,0.0,0.07667790653889868,0.13695186211497595,0.1575387823692566,0.0,0.061284861521061676,0.09682768340649055,0.1059584670684223,0.0,0.05613997125771213,0.10371156735455139,0.1263884931719045,0.0,1.4531774332142018,1.5906722006442766,16.15059871729843,0.06040839976150224,0.1238573440532724,0.17738469661906914,0.0,1.6325032817408838,1.8721031988994734,17.577569960705674,0.035508368544346386,0.048454387657726646,0.049660054658969534,0.0,0.0941830249322842,0.17478836831500372,0.20000000937567913,0.0,0.02584222282083547,0.07999999669829991,0.0800000101261042,0.0,0.266291863334657,0.6040890343657285,0.7766937666105419,0.0,2.7106659344744233,3.5276175343869602,32.013642399299435,0.009272797760208083,-0.009794247062312928,-0.0005214493021048436,-7.357389599912543e-05,0.00917478370472968,-0.026171320699206194,-0.016996536994476515,-0.0027098550381067033,0.03787848105213197,-0.0022957172337046182,0.03558276381842736,0.005683740630539398,0.02334409568361768,-0.004757868967899433,0.018586226715718246,0.002973885574100286,0.02361462267689435,-0.005549845239827811,0.01806477743706654,0.002900311680649579,0.013288149945226911,-0.010030550470924922,0.003257599474301991,0.0005471518363965362,0.0,-0.08204045492228038,-0.08204045492228038,-0.01320155249250589,1.4003371325093342e-07,-0.010874861819727851,-0.010874721786014601,-0.0017570479529758424,0.05073601818614325,-0.09260757397483009,-0.04187155578868685,-0.006675716386289033
